jp,cn,kr,en
「え、それはそうですけど。いいんですか？」,“这么说倒是没错，可是不会出事吗？”,"「엇, 그거야 그렇죠. 근데 괜찮나요?」",
さっき犯罪は起こさないとか言ってなかったっけ。,刚才不是说过不能犯罪吗？,아까 범죄는 안 된다고 하셨는데.,
「一つ考えがある。君は心配しないでいい」,“我有个主意，你不用担心。”,「생각이 하나 있지. 넌 걱정할 것 없어.」,
「先輩が言うなら、わかりました」,“好吧，既然学姐都说有主意了。”,"「선배님이 그렇다 하시니, 알겠습니다.」",
そういうのなら信じよう。,我就相信学姐吧。,그렇다고 하니 믿자.,
先輩は『集合時間21:00くらい』と書いた。,学姐在白板上写下“集合时间晚上九点左右”。,선배님이 『집합 시간  21:00시 언저리』라고 썼다.,
「ところで先輩」,“对了，学姐。”,「그런데 선배님.」,
「ん？」,“嗯？”,「응?」,
「部室の鍵は先輩が持ってますけど、屋上へはどう行くんですか？この学校はアニメや漫画みたいに一般開放とかされてませんよ」,“就算你有活动室的钥匙，可是又要怎么上天台呢？我们学校不像动画和漫画里一样对所有人都开放天台啊。”,"「부실 열쇠는 선배님이 갖고 계시지만, 옥상은 어떻게 들어가나요? 이 학교는 애니나 만화처럼 개방되어 있지 않아요.」",
大抵の学校は屋上へはいけない。当然この学校も屋上へはいけない。,大部分学校的天台都禁止学生进入，我们学校也不例外。,대부분 학교는 옥상에 갈 수 없게 해 두었다. 당연히 이 학교도 마찬가지다.,
一度だけ、この学校に入学した時に、校舎内見学で行ったくらい。,我只在入学参观的时候去过一次。,"딱 한 번, 학교에 입학했을 때 교내 견학으로 간 적은 있다.",
「無論、わたしが持っている。当然だろう」,“我当然有钥匙了，这还用问。”,「물론 내가 갖고 있지. 당연하잖나.」,
真顔で言う。あっさりと。,学姐说得一本正经，仿佛这只是件小事。,정색하며 말한다. 주저 없이.,
「ですよね〜当然ですよね〜」,“我想也是，学姐当然有钥匙……”,「그렇구나~ 당연히 그렇겠네요~」,
まあ予想通りだった。どうやって入手したかは聞かないでおく。,其实这个回答也在我预料之中。至于钥匙是怎么来的，我就不追问了。,"뭐, 이럴 거라고 예상했다. 어떻게 입수했는지는 묻지 말자.",
ちなみにこの部室の鍵というのも先輩が複製したそうだ。本来は部室の鍵とは職員室にて保管されているから。,活动室的钥匙也是学姐自己配的，真正的钥匙原本应该放在老师办公室保管。,덧붙이자면 이 부실 열쇠도 선배님이 복제한 것으로 보인다. 원래 부실 열쇠는 교무실에서 보관하니까.,
部活の時間に誰かが借りにいくというのがルールになっているが、いちいち取りにいくのが先輩はめんどくさいらしい。,只有到了社团活动时间才会让学生借用钥匙，但学姐觉得这种做法太麻烦。,"동아리 시간에 누군가 빌리러 가는 것이 원칙이지만, 일일이 가지러 가는 것이 선배님은 귀찮은 모양이다.",
それに取りに行っていたら一番に部室にこれないじゃないかと以前聞いた。,之前她说过，要是去办公室拿钥匙就不能第一个到活动室了。,게다가 가지러 간다면 자기가 먼저 부실로 올 수 없지 않겠냐고 전에 말씀하셨다.,
「君が心配することは何もない、大船に乗ってるつもりでいたまえ」,“你不用操心，全部交给我就好。”,「네가 걱정할 것은 아무것도 없어. 커다란 배에 탔다고 생각해라.」,
先輩はくいっと眼鏡をあげる。,学姐抬了抬眼镜。,선배님이 안경을 쓱 추켜올린다.,
「さて、侵入してしまえばこっちのものだ。部室へ望遠鏡を取りに来て、屋上へ向かう。後は夜の学校で天体観測と洒落込もうじゃないか」,“进入学校以后，我们就来活动室取走望远镜，然后再去天台。剩下就只需要在夜晚的校园里尽情欣赏星空了。”,"「그럼, 침입한 뒤에는 바로 이거다. 부실에서 망원경을 챙겨 옥상으로 간다. 그 후 야심한 학교에서 천체 관측이라는 사치를 누리는 거지.」",
先輩が笑う。,学姐笑了。,선배님이 웃는다.,
侵入計画と大々的に書き、重要会議という割にはあっさりと決まってしまった。,又是侵入计划，又是重要会议，看起来郑重其事，结果最后简简单单就定下了方案。,침입 계획을 대대적으로 작성한다. 중대 회의치고는 빠르게 결론이 나버렸다.,
もともと先輩の中で計画は完璧に決まっていたみたいだけど。,学姐似乎觉得计划很完美。,애초부터 선배님 머릿속에는 완벽한 계획이 있었을 것이다.,
とりあえず不安とか心配とか、そういうのは先輩の前では不要だ。男として何もできないやるせなさは少しはあるけど、そんなものあってないようなもの。,总而言之，在学姐面前不需要瞻前顾后担心太多。虽然身为男生帮不上忙会有些失落，但也并没有大碍。,"선배님 앞에서 불안이나 걱정은 불필요하다. 남자로서 아무것도 할 수 없다는 씁쓸함은 조금 있지만, 그런 건 있으나 마나 한 것이다.",
それでぼくは、いつだったか東雲詩乃の金魚のフンなんて言われてもいたりしたことがある。,以前有人说我是东云诗乃的跟屁虫。,그래서 나는 언젠가 시노노메 우타노의 애완동물이냐는 소리까지 들었다.,
それは事実だったし、それ自体に反論する気はなかった。,他们说的是事实，我也并没有要反驳的意思。,그 말 자체에 반박할 생각은 없다.,
けど心の中でのもやもやしたものは確かにあって、そしてそれはきっと、先輩にははっきりと見てとれるほど表面に浮かび上がっていたんだと思う。,但我心中确实留下了芥蒂，而且应该表现得相当明显，学姐理应能够看出我有心事。,하지만 속으로는 분명히 찝찝함이 있었다. 그리고 그 속마음이 선배님께서 알아챌 만큼 표면으로 드러났던 모양이다.,
だからこそあの時、先輩は――,所以学姐那时才会——,"그렇기 때문에 그때, 선배님은――",
「どうした？　少年」,“怎么了，少年？”,「왜 그러지? 소년.」,
「え？　は、はい！？」,“啊？我、我在！”,"「에? 아, 네!?」",
不意に声をかけられ驚く。,学姐突然搭话，我吓了一跳。,갑작스런 부름에 화들짝 놀란다.,
「いや、君がぼうっとしていたものでな、なんだ、その……」,“我看你在发呆，感觉你是不是……”,"「아니, 네가 멍하니 있기에 말이다. 그, 혹시…….」",
「？」,“？”,「？」,
「楽しみじゃない……か？」,“你是不是……一点也不期待啊？”,「별로 기대되지…… 않아?」,
しゅん、と効果音でもつきそうなほど肩を落として落ち込んだ。,学姐耷拉着肩膀，显得极度失落。,선배님이 어깨를 떨구며 의기소침해한다. 침울한 효과음이 들릴 것만 같다.,
髪もリボンも、心なしか元気がないようにだらりと垂れ下がっているように見える。,连头发和发带也垂了下来，看起来无精打采。,기분 탓인지 머리카락과 리본도 축 늘어진 것처럼 보인다.,
せっかく着けた眼鏡もずれてただ鼻に乗っているだけのように思えた。,难得戴上的眼镜也滑下半截，完全没有了刚才的神采奕奕。,오랜만에 쓴 안경도 주르륵 미끄러져 코끝에 걸쳐 있는 듯했다.,
「い、いえいえ！　そんな違いますよ、楽しみに決まっているじゃないか！　先輩と夜、天体観測ですよ、しかも誰もいない屋上！　楽しみ以外の感情があるものですか」,“不不不！你误会了，我很期待啊！能在晚上和学姐一起看星星，而且还是在没有外人打扰的天台上！怎么可能不期待呢！”,"「아, 아니에요! 절대 아니에요, 무조건 기대되죠! 선배님이랑 밤에, 천체 관측을 한다고요. 게다가 아무도 없는 옥상에서! 기대감 말고 다른 감정이 있을 리가요!」",
あー言い過ぎたあ。,啊，我好像说得太过头了。,아ー 또 쓸데없는 사족이 붙었어.,
ぼくは止まらなくなった口が動くのを実感しながらそんなことを思う。,原来嘴巴不受控制就是这样的感觉。,나는 입이 제멋대로 움직이는 것을 느끼며 그렇게 자책한다.,
「はっはっは、そうだろう！　楽しみじゃないわけがない、無論だとも！」,“哈哈哈，我就说嘛！怎么可能不期待呢！”,"「하하하, 그렇지! 기대할 수밖에 없겠지, 그렇고말고!」",
みるからに元気になって、先輩は髪をはらい眼鏡を持ち上げる。,学姐一下子恢复了活力，撩起长发抬了抬眼镜。,선배님은 금세 기가 살아 안경을 올리고 머리카락을 탁 넘겼다.,
こうみると意外と感情が豊かな人なんだけど。,这么一看，学姐其实感情挺丰富的。,이렇게 보면 생각보다 감정이 풍부한 사람인데.,
いつもクールで、滅多にみせないが好きなことには一喜一憂なんかしたりして、先輩もちゃんと中学生なんだなと感じる。,她平时形象高冷，但偶尔会在喜欢的事物面前表现出强烈的情感波动。这种时候，我才会感觉到学姐也同样是个初中生。,"언제나 쿨해서 그런 모습을 잘 보여주지는 않지만, 좋아하는 일에는 일희일비하기도 한다. 이런 걸 보면 선배님도 중학생이라는 걸 느낀다.",
ま、だいたいいつも先輩はわざとらしく大袈裟だけど。,不过，学姐总是会故意表现得特别夸张。,"뭐, 선배님은 대체로, 일부러 과장되게 행동하는 감이 있지만.",
「はい、楽しみですよ！」,“嗯，我很期待！”,"「네, 기대되네요!」",
そんなことは分かっていて、それでも、それだからこそぼくはここにいる。,我知道这一点，这也是我留在这里的原因。,"그런 건 잘 알고 있다. 그래도, 그렇기 때문에 나는 이곳에 있다.",
「では――」,“那么——”,「그럼――」,
先輩がもう一度眼鏡をくいッとあげて、真剣な目つきをした。,学姐又抬了抬眼镜，目光十分认真。,선배님이 다시금 안경을 쓱 올린다. 눈매가 진지하다.,
空気がピリッとする。,气氛紧张了起来。,순간 긴장감이 흐른다.,
「今から、今回の天体観測にあたっての最重要項目を君と話し合わねばならない」,“现在该探讨本次天文观测最重要的问题了。”,「지금부터 이번 천체 관측에 관해 가장 중차대한 사항을 너와 협의하려고 한다.」,
ごくり、と思わず唾を飲む。,我不禁咽了口唾沫。,무심코 침을 꼴깍 삼킨다.,
先輩は『最重要』と書かれたマグネットをボードの端から持ってきて、真ん中へビタンと貼った。,学姐拿起白板边上的磁铁，然后将它贴到白板中央。磁铁上写着“最重要”三个字。,선배님은 『중차대』라 쓰인 자석을 보드 끝자락에서 끌어와 정중앙에 딱 붙였다.,
「お、重々しいですね」,“好、好严肃啊。”,"「오, 묵직한데요.」",
「ああ、無論だとも。最重要だからな」,“嗯，那是当然，这可是最重要的问题。”,"「그럼, 물론이고말고. 가장 중요한 거니까.」",
いつになく真剣な表情。そして最重要マグネットが使われるのは随分と久しぶりだ。さかのぼるとこの部活の名前を決めるときくらいまで戻ってしまうかもしれない。,学姐一反常态神情庄重，而且这块写着“最重要”字样的磁铁也很久没用了。上次使用可能还是决定社团名字的时候。,여느 때보다 진지한 표정. 중차대 자석을 쓰는 건 꽤 오랜만이다. 거슬러 올라가자면 이 동아리 이름을 정하던 때까지 올라갈지 모른다.,
それほど使われてこなかったマグネット。,已经很久没有这么严肃的议题了。,그만큼 쓰이지 않았던 자석.,
先輩は眼鏡を外して机に置く。,学姐摘下眼镜，放到桌上。,선배님은 안경을 벗어 책상에 두었다.,
「ふむ」,“嗯。”,「흠.」,
凛とした顔でじっとぼくの顔を見つめる。,她表情严肃地注视着我。,늠름한 표정으로 내 얼굴을 빤히 바라본다.,
「――っ」,“……”,「――윽.」,
その凛々しい顔にドキリとする。この凛々しさに一体何人もの生徒がやられてきているか、それは想像に難くない、と思いながら先輩の言葉を待った。,英气十足的脸庞让我的心脏猛然一跳，不难想象有多少同学因为这份气质而倾倒。我一边感叹，一边等待着学姐的下一句话。,멋진 얼굴에 심장이 두근거린다. 이 늠름함에 과연 얼마나 많은 학생들이 당했을까. 상상하기 어렵지 않은 일이다. 나는 선배님의 말을 기다렸다.,
「少年、最後の議題だ」,“少年，这是最后的议题。”,「소년. 최후의 의제다.」,
また大量の唾をごくりと飲む。,我又咽下了一口唾沫。,다시 대량의 침을 꿀꺽 삼킨다.,
それを待つようにして、先輩がゆっくりと口を開いた。,学姐等我准备好之后，缓缓开口说道。,잠시 기다리니 선배님이 천천히 입을 열었다.,
「おやつは、何円までにしようか」,“零食要控制在多少钱以内？”,「간식을 얼마까지 할 것인가.」,
ああ……,啊……,아아…….,
この人は――本気で天体観測が楽しみなんだ。,学姐是真心在期待今晚的天文观测。,이 사람 천체 관측을 정말로 크게 기대하고 있구나.,
ぼくはそう思いながら、,我在心中如此想着……,나는 그렇게 생각하면서,
「……決めましょうか」,“……决定一下吧。”,「……정해 볼까요.」,
「うむ」,“嗯。”,「음.」,
頷く先輩をみて、今日の天体観測は絶対に楽しいと確信した。,学姐点了点头。我相信，今晚的天文观测一定会很愉快。,"끄덕거리는 선배님을 보고, 오늘 천체 관측은 반드시 즐거울 것이라 확신했다.",
「……こんばんは」,“……晚上好。”,「……안녕하세요.」,
「やあ少年、こんばんは」,“嗨，少年。晚上好。”,"「오, 소년. 잘 왔다.」",
集合時間の15分前に来たがやはり先輩はぼくより早く来ていた。,我提前十五分钟到达集合地点，然而学姐不出所料还是比我早了一步。,집합 시간 15분 전에 왔지만 역시 선배님이 나보다 먼저 도착해 있다.,
先輩もぼくも制服のまま集合する。,我们身上都还穿着校服。,선배님도 나도 교복을 입은 상태로 집합했다.,
「なんだ少年、不服そうな顔だな」,“怎么了，少年，表情这么闷闷不乐。”,"「뭐지, 소년. 못마땅한 표정이구나.」",
「いえ、先輩は相変わらず早いなあと」,“没什么，只是在想学姐这次也很早到。”,"「아니, 선배님은 여전히 빠르다 싶어서요.」",
「無論だ。私は君がくるのを待っていたいんだ。好きだからな」,“那当然了，因为我喜欢等你啊。”,「물론이다. 난 네가 오는 걸 기다리고 싶으니까. 좋아하니 말이야.」,
ふふんと胸の前で腕を組む。,学姐得意洋洋，双臂交叉抱于胸前。,흐흥 콧소리 내며 팔짱을 척 낀다.,
まったく相変わらずだ。,真是一点也没变。,정말 한결같은 사람이다.,
服装も、先輩も、普段となにも変わらないけど、でもこうして夜に部室ではないところで先輩と会うというのはぼくにとってはとても新鮮で少しだけ緊張する。,无论服装还是学姐本人，都和平时没有差别。但今夜能在不同的时间与地点与学姐见面，我感到十分新鲜，同时也伴随着些许的紧张。,"복장도 선배님도 평소와 다르지 않건만, 이런 밤에 부실이 아닌 다른 곳에서 선배님과 만나니 굉장히 신선하고 긴장된다.",
「こうして学校終わりに君と会うのも、やはりいいものだな」,“在放学后和你见面，果然感觉很不错。”,"「이렇게 학교가 끝난 뒤에 너와 만나는 것도, 역시 참 좋구나.」",
「え……？」,“哎……？”,「네……?」,
「いいや、何もないさ。さあいこうか――少年」,“没什么，当我没说。那我们走吧，少年。”,"「아니, 아무것도 아니야. 그럼 가 볼까, 소년.」",
「ええ、いきましょう」,“嗯，走吧。”,"「네, 가죠.」",
先輩が先だって歩いていく。ぼくはそれについていく。,学姐迈开脚步，我紧随其后。,선배님이 앞장서 걸어간다. 나는 그 뒤를 따랐다.,
ぼくらは公園をでて学校へ向かっているが、このルートは正門ではなく裏門だ。,我们离开公园前往学校，这条路线走的是学校的后门。,"우리들은 공원을 나와 학교로 향했는데, 이 경로는 정문이 아니라 후문 쪽이다.",
なんとなく先輩の後ろを歩く。,不知不觉，我就走在了学姐的身后。,뭣도 모르고 선배님 뒤를 따라 걷는다.,
先輩の背中の上で闇に溶けるような黒髪が揺れていた。,她乌黑的长发摇摇摆摆，仿佛融入了黑夜。,선배님의 등 위에 새카만 머리가 어둠에 녹아들 것처럼 흔들거린다.,
そんな流麗な髪に見惚れていると、,秀丽的长发令我看得入迷。,아름다운 머리카락을 멍하니 바라보고 있자,
「隣を歩きたまえ」,“到我身边来。”,「옆에서 걷도록.」,
とのことで大人しくぼくは先輩の隣を歩く。,于是，我老老实实走到了学姐身边。,그렇게 말씀하시니 얌전히 선배님의 옆에서 걷는다.,
「っ！？」,“？！”,「응!?」,
先輩のすぐ横へくるとふわりといい匂いが鼻をくすぐった。,一走到学姐的侧面，就有一股宜人的芬芳涌入鼻腔。,선배님 바로 옆에 서자 좋은 냄새가 확 풍겨 온다.,
「ん？　どうした？」,“嗯？怎么了？”,「응? 왜 그러나?」,
「い、いえなにもないです」,“没、没什么。”,"「아, 아무것도 아니에요.」",
「ふふ、私に見惚れてでもいたかな」,“呵呵，是不是看我看得入迷了？”,「후후. 넋 놓고 날 바라보고 있었나?」,
「そんなことはないですよ！　……ぁ」,“我没有！　……啊。”,「그런 거 아니에요! 　……아.」,
「そうか、残念だ」,“是吗，真遗憾。”,「그런가. 아쉽군.」,
勢いで否定してしまったが、先輩はわざとなのか本気なのか分からない顔で残念そうに落ち込む。,我一时心急就否定了学姐的说法。她一脸的沮丧，看不出是不是装的。,홧김에 부정했더니 선배님은 장난인지 진심인지 모를 얼굴로 아쉬운 듯 침울해했다.,
「あ、あの本気で言ったわけではないですからね」,“我、我刚才只是随口说说的。”,"「그, 그게, 진심으로 한 말은 아니에요.」",
それもどうかと思ったが、言ってしまったことはなかったことにはできない。,虽然这样解释也不太对劲，但说出去的话已经是泼出去的水了。,뉘앙스가 다소 이상하지만 이미 말해버린 이상 주워 담을 수 없다.,
先輩はニヤッと笑うと、髪をさっとはらった。やっぱり冗談だったらしい。めんどくさい人だ。,学姐轻轻一笑，撩起了长发。看来她只是在开玩笑而已，真是难对付。,선배님은 히죽 웃으며 머리카락을 사라락 넘겼다. 역시 장난이었던 것 같다. 성가신 사람이다.,
そしてまた、良い香りが鼻をくすぐる。,这时，我又闻到了那股芳香。,"그리고 다시, 좋은 향기가 코를 간질인다.",
どうやら一度お風呂に入ったらしい先輩は、どこかこの夜の向こうで艶めかしく思えた。,看来学姐已经洗过澡了，在这夜晚之中显得充满魅力。,아무래도 선배님은 목욕을 하고 온 모양이다. 왠지 모르게 이 밤의 장막이 요염하게 느껴졌다.,
「楽しみだな」,“真期待啊。”,「기대되는구나.」,
「ですね。天体観測も、夜の学校に忍び込むのも楽しみです」,“是啊，不管是天文观测还是潜入夜晚的学校，都很让人期待。”,"「그러게요. 천체 관측도, 밤에 몰래 학교를 가는 것도 기대되네요.」",
「ははっ、悪いやつだ」,“哈哈，你可真是个坏学生。”,"「하핫, 못된 녀석이군.」",
「先輩が誘ったんですから、首謀者はそっちですよ」,“是学姐叫我来的，罪魁祸首是学姐才对。”,「선배님이 꼬신 거니까 주모자는 그쪽이에요.」,
「それについてきている君も共犯だがね。罪は同じだよ」,“既然你跟过来了，那你也是共犯。我们是同罪。”,「거기에 따라온 너도 공범이지. 같은 죄야.」,
「たしかに、ぐうの音もでませんね」,“是啊，没法反驳。”,"「하긴, 할 말이 없네요.」",
「もしばれても怒られるのは二人一緒だ。まあなに、無論バレるつもりはないが」,“如果被发现了也是两个人一起挨骂。不过，我当然有瞒天过海的信心”,「만약 들킨다면 혼날 때도 둘이 함께다. 물론 들킬 생각은 없지만.」,
なんとも頼もしい先輩だ。,学姐真是太可靠了。,어쩜 이렇게 믿음직할까.,
「夜の学校に忍び込むなんて、まるで何かの小説の主人公みたいです。実際に夜の学校に忍び込んで肝試しとかしてる人っているんですかね」,“潜入夜晚的学校，就像是小说主角做的事情一样。真的有人会在晚上偷偷跑进学校开试胆大会吗？”,「학교에 몰래 들어가다니 무슨 소설 주인공 같아요. 밤에 학교에서 담력 시험 같은 걸 하는 사람이 실제로 있을까요?」,
「さあどうだろうな。他人は知らん」,“谁知道呢，我也不知道其他人是什么样的。”,「글쎄. 다른 사람 얘기는 모른다.」,
「ふむ、主人公か。そういえば君は小説を書いていたな」,“唔，小说主角啊。这么说起来，你正在写小说吧？”,"「흠, 주인공이라. 그러고 보니 너는 소설을 쓰고 있었지.」",
「ええ、たまにというかただの趣味というか、意地みたいなものです」,“是啊，该说是闲暇时的爱好还是单纯的兴趣呢，更像是在逞强吧。”,"「네, 가끔씩이요. 취미라고 할까, 그냥 오기 같은 거죠.」",
「……わけわからんな」,“……听不懂。”,「……무슨 소린지 모르겠군.」,
先輩が困った顔を浮かべる。,学姐面露困惑。,선배님이 곤혹스러운 표정을 짓는다.,
自分も言っていてその通りだと思ったので補足する。,我也觉得自己说得太含糊，就补充了一句。,내가 생각해도 이상한 말 같아서 설명을 덧붙인다.,
「友人に、おまえって本はすげー読んでるけど書くことはしねーの？　って言われて書き始めただけなんです。でも言われてハッと気づいて、ちょっとだけやってみようかなって」,“只是因为朋友想读我写的书，我就开始写了。听了朋友的提议以后，我才意识到或许应该试一试”,「친구가 저한테 책은 엄청 읽는데 쓰지는 않냐고 해서 쓰기 시작한 거예요. 그냥 그 말을 듣고 순간 생각이 나서 잠깐 해 볼까 하는 정도였죠.」,
「ふふ、なるほど。いい理由じゃないか、意地」,“呵呵，原来是这样，这个原因听起来还不错。”,"「후후, 그렇구나. 좋은 이유 아닌가. 오기.」",
「先輩も書いてみたらどうですか？」,“学姐要不要也试试写小说？”,「선배님도 써 보시는 게 어떤가요?」,
「私は書けないよ」,“我写不出来的。”,「나는 못 써.」,
なんでだろう、と聞く前にぼくらは裏門へ到着する。,我还没来得及追问原因，就到达了学校后门。,어째서일까. 이유를 묻기 전에 우리는 후문에 도착했다.,
正確には裏門ではなく、今は使われていないただの出入口。,准确来说不是后门，而是目前闲置的出入口。,"정확히는 후문이 아니라, 현재에는 쓰이지 않는 그냥 출입구.",
付設された体育館やプールの近くの門で、今は使われていないし、職員室とは真逆の位置にあるのでここからならまずバレる心配もない。,后门在学校的体育馆和泳池附近，现在并没有在使用，而且位于与办公室相反的位置，无须担心被人发现。,"부설된 체육관과 수영장 근처에 있는 문으로, 지금은 사용하지 않고 교무실과 정반대 위치에 있어서 이곳이라면 들킬 염려도 없다.",
「人影はない、いくぞ少年」,“附近没有人，走吧，少年。”,"「인기척은 없어. 가자, 소년.」",
低くはないがそこまで高くもない門を先輩はあっさりと登る。,门的高度算不上矮，但也不算很高，学姐轻而易举就爬了上去。,낮지는 않지만 그리 높지도 않은 문을 선배님이 오르기 시작한다.,
無駄のない動きでスッと乗り越えた。,她干脆利落地翻进了门内。,이내 불필요한 움직임 없이 훌쩍 뛰어넘는다.,
その間、ぼくは一応紳士らしく横を向いておく。,而我秉持绅士风度扭过了头。,그 동안 나는 신사답게 옆을 바라보았다.,
先輩はタイツを履いているとはいえスカートだから。,学姐虽然穿着裤袜，但下身毕竟穿的是裙子。,스타킹을 신었지만 일단 치마니까.,
そんなぼくの視線に気づいたのか、門の向こう側で先輩は、,大门另一侧的学姐察觉到了我的视线。,"그런 내 배려를 알아챘는지, 선배님이 문 너머에서",
「紳士だな」,“你好绅士啊。”,「신사적이구나.」,
「そんなんじゃないですよ」,“倒也没有吧。”,「그런 거 아니에요.」,
「紳士さ、ありがとう」,“就是很绅士啊，谢谢你。”,"「신사 분, 고맙군요.」",
ちゃんと気づいていてお礼を言った。,她注意到了我自觉回避的小动作，所以开口向我道谢。,감사의 말을 전한다.,
「君もはやくきたまえ」,“你也快过来吧。”,「너도 어서 넘어오도록.」,
先輩に急かされ、ぼくは辺りをきょろきょろと見渡してから門に手をかける。,在学姐的催促下，我左右观察了几眼便扒住了门。,선배님이 재촉한다. 나는 주위를 두리번두리번 둘러본 뒤 문에 손을 걸쳤다.,
鉄製の門はところどころ塗装がはがれかけていて、ひんやりとしていた。,铁门的油漆有多处剥落，摸起来凉丝丝的。,철문은 곳곳에 칠이 벗겨져 있었고 감촉이 서늘했다.,
手をつけ腕に力をいれ身体を持ち上げる。,我双手用力，拉高身体。,손을 짚고 팔에 힘을 주어 몸을 끌어올린다.,
足をかける場所はないから腕の筋肉次第だ。,门上没有地方可以踩，所以只能全靠手臂肌肉。,발 디딜 곳은 없으니 완력으로 가야 한다.,
「うっ……ぉぉ」,“唔……噢噢。”,「윽…… 오오.」,
先輩はよくあっさりと登っていったなあと感心しながら、ぐいっと力をこめて身体を持ち上げ門を乗り越えた。,我用力拉高身体翻进门内，忍不住佩服学姐刚才居然轻而易举就进来了。,선배님은 쉽게 올라가던데. 감탄한 나는 힘껏 팔을 당겨 문을 뛰어넘었다.,
「ふぅ、疲れた……」,“呼，累死了……”,"「휴, 힘들다…….」",
アスファルトに手をついて深く息をはく。,我双手撑地，用力喘了口气。,아스팔트에 손바닥을 대고 숨을 깊게 토한다.,
風がふいて、じわりと滲んだ汗をかわかしていく。,晚风吹散了我身上的汗珠。,"바람이 불어와, 송골송골 배어나는 땀을 식혀 준다.",
夏の足音がするよい季節だ。,能够听到夏天的脚步声，真是个美好的季节。,여름의 발소리가 들리는 좋은 계절이다.,
「ここが本番じゃないぞ」,“这还只是前奏而已。”,「이제 시작일 뿐이야.」,
そういって先輩は先を歩く。,学姐先行迈开了脚步。,선배님이 앞으로 걸어간다.,
「わかってますって。すぐいきます」,“我知道，马上就来。”,「알고 있어요. 바로 갈게요.」,
ぼくはそれについていく。,我跟在学姐身后。,나는 그 뒤를 따랐다.,
よく見る小説や漫画では、大抵男性が先導してそれに女性が怯えながらついていく、というのが一般的というかよく見る光景だけど、,在大部分小说和漫画里，一般都是男生走在前头，女生畏畏缩缩跟在后面。,자주 보는 소설이나 만화에서는 대개 남자가 리드하고 여자는 두려워하며 따라가는 것이 일반적인 광경인데,
「ふむ、侵入とは存外容易いな」,“嗯，没想到这么容易就进来了。”,「흠. 침입은 의외로 쉽구나.」,
涼し気な顔であっけらかんと先輩は歩いている。,学姐从容不迫，一脸轻松。,선배님은 무덤덤한 얼굴로 태연하게 걸어간다.,
夜の学校に侵入しているというのに、なんの恐怖も心配も抱いていない。,明明是在夜闯校园，她却丝毫不感到害怕和担心。,야간 학교에 침입하고도 아무런 두려움이나 걱정이 없다.,
こんな先輩を見ていると、世の中そうでもないということを嫌でも理解する。,看到学姐这副模样，我不得不认识到女孩子未必都是弱势的一方。,이런 선배님을 보고 있으면 세상이 그리 녹록하지 않다는 것을 싫어도 알게 된다.,
「はぁ……」,“唉……”,「하아…….」,
先輩には気づかれないようにため息をはいた。,我偷偷叹了口气。,선배님이 알지 못하도록 한숨을 짓는다.,
先輩についていくのが嫌なわけではないし、こういう時は必ず男性が先導するものだとも思っていない。,我并不是不愿意跟在学姐身后，也不觉得必须由男生走在前头。,"선배님 뒤를 따라가는 게 싫은 것은 아니고, 반드시 남자가 리드해야 한다고 생각하는 것도 아니다.",
決してそんなシチュエーションに強い憧れがあるわけでもない。,绝对没有对那样的场景怀有强烈的向往。,이런 상황에 강한 동경이 있는 것도 결코 아니다.,
でも、昔からそういった構図をみせられてきている以上、自分がどうも男として情けなく思う。,但我一直以来接触的作品都是男性更强势，所以难免会觉得自己身为男生有些不争气。,"그렇지만 예전부터 이러한 구도를 벗어나지 못한다는 것에, 스스로가 남자로서 한심하게 느껴진다.",
きっとそんなことを言ったら先輩は否定するだろうけど、それでもそう思ってしまうのは仕方のないことなのだろうか。,学姐肯定会否定我的想法，但我还是控制不住自己的思绪。,"이 이야기를 하면 선배님은 반드시 부정할 테지만, 그래도 그런 생각이 드는 것은 막을 수 없다.",
「うむ、ここからならいけるだろう」,“嗯，这里应该就可以了。”,"「음, 여기라면 될 것 같군.」",
ぼくと先輩は体育館をぐるっと周り、校舎とは少し離れた場所にある技術室の前にやってきた。,我和学姐在体育馆旁绕了一圈，来到校舍不远处的技术室门前。,"우리는 체육관을 돌아, 교사와 조금 떨어진 위치에 있는 기술실을 찾아왔다.",
「さ、少年。夜の校舎だ」,“少年，这就是夜晚的校舍。”,"「자, 소년. 밤의 교사다.」",
あらかじめ開けておいたらしい技術室の倉庫のような場所の窓から侵入し、その中を通ってついにぼくらは夜の校舎への侵入を果たす。,技术室仓库的窗户事先已经打开，我们钻进窗户，成功进入夜晚的校舍。,하교 전 미리 열어 놓은 듯한 기술실의 창고 창문으로 잠입한다. 그곳을 통해 우리는 드디어 침입에 성공했다.,
「さすが先輩。こんなあっさりと」,“学姐真厉害，这么轻松就进来了。”,「역시 선배님. 이렇게 쉽게.」,
「失敗などするものか、せっかくの君との天体観測なのだからな」,“好不容易能和你一起看星星，怎么可以搞砸呢。”,「실패 따위 할까 보냐. 모처럼 너와 하는 천체 관측이니까.」,
先輩がパチッと片目を瞑る。,学姐对我眨了眨眼。,선배님이 한쪽 눈을 찡긋 감는다.,
「しっかりついてきたまえ」,“跟紧我。”,「잘 따라오도록.」,
「はい」,“好的。”,「네.」,
先輩が懐中電灯を最小まで絞り点灯する。,学姐把手电筒的亮度调到最低。,선배님이 손전등 광량을 최소로 낮추어 점등한다.,
