jp,cn,kr,en
「少年？」,“少年？”,「소년?」,
「うわあ！」,“呜哇！”,「우와아!」,
いつのまにか先輩の顔が目の前にあった。ユエナの顔もある。,回过神来学姐的脸出现在我的视线。由依奈的脸也在。,갑자기 선배님의 얼굴이 눈앞에 나타났다. 유에나의 얼굴도 있다.,
「どうしたんだ、ぼうっと天井なんかを見つめて。もしやわたしたちの下着を……」,“你傻看着天花板干什么呢？难道说在看我们的内……”,「멍하니 천장을 보며 무얼 하고 있나. 혹시 우리들의 속옷을…….」,
「見てませんよ！」,“我才没看！”,「안 봤어요!」,
首を横に振って、ちゃんと否定する。,我摇头否认。,고개를 휘휘 저으며 확실하게 부정한다.,
「ふふ、そうか残念」,“哈哈，真可惜。”,"「후후, 그렇군. 유감이다.」",
「残念無念っ」,“可惜可叹。”,「유감천만!」,
「残念なんですか？　というより、先輩はやくかわってくださいよ、もしくはユエナ、ぼくにも飛ばせてよ」,“可惜吗？不对，学姐，该换我了。由依奈，我也要飞。”,"「유감이라고요? 그보다 빨리 자리 바꿔 주세요. 아니면 유에나, 나도 같이 날게 해 줘.」",
「ふむ、どうしたものか」,“唔，怎么办呢？”,「흠. 어쩌면 좋을지.」,
「ユエナ、先輩を落としてもいいよ」,“由依奈，你可以把学姐丢下来。”,"「유에나, 선배님 떨어뜨려도 돼.」",
「君もいうようになったな。はっはっは」,“你也越来越敢说了啊。哈～哈～哈。”,「그런 말도 할 줄 알게 되었나. 하하하.」,
「んんっ。詩乃は落とさない」,“不。不会把诗乃丢下去的。”,「으응. 우타노는 안 떨어뜨려.」,
ユエナは首を横に振った。,由依奈摇了摇头。,유에나가 고개를 가로젓는다.,
「いい子だな」,“好孩子。”,「착한 아이구나.」,
先輩がユエナの髪をなでる。,学姐抚摸着由依奈的头发。,선배님이 유에나의 머리를 쓰다듬는다.,
「んふふっ」,“哎嘿嘿。”,「우후후.」,
ユエナが目を細めて笑う。,由依奈笑得眼睛眯成一条缝。,유에나가 눈을 가늘게 늘어뜨리며 웃는다.,
「さて、ユエナくん。そろそろ少年に代わってやろう。怒り狂った少年がクーデターでもおこされたらたまらないからな」,“好了，由依奈。该换少年来了。要是少年发狂搞起政变可就不好玩了。”,"「그럼, 유에나 군. 슬슬 소년과 교대해 줘야겠어. 소년이 화나서 쿠데타라도 일으키면 큰일이니까.」",
「そんなもの起こしませんって」,“才不会搞政变啊。”,「그런 거 안 하거든요.」,
起こしでもしたら速攻で鎮圧される未来がみえる。,感觉就算政变也会被瞬间镇压。,쿠데타를 일으킨다면 곧바로 제압당할 미래가 보인다.,
「ならパフェテロかな？」,“那就来芭菲突击？”,「아니면 파르페테러인가?」,
「それもしないです」,“也不会。”,「그것도 안 해요.」,
「ぱふぇてろっ」,“芭菲突击～”,「파르페테러.」,
ユエナがぎこちない指でピースをする。,由依奈呆呆地伸手比了个V字。,유에나가 손가락으로 어색하게 브이 사인을 그린다.,
先輩もそれを真似してピースをつくる。,学姐也学着她的模样。,선배님도 그것을 따라 브이 모양을 만든다.,
やがて先輩はユエナにつれられ、ゆっくり床に足をつけた。,随后，两人缓缓降落在地上。,곧 선배님은 유에나에게 이끌려 천천히 지상으로 돌아온다.,
「おっと」,“嘿咻。”,「이런.」,
先輩が少しだけふらつく。,学姐稍稍晃了一下。,선배님이 살짝 휘청거린다.,
「あれ、珍しいですね。大丈夫ですか？」,“咦？真是罕见。没事吧？”,"「어라, 웬일인가요. 괜찮으세요?」",
先輩がふらつくなんて珍しい。,学姐居然会没站稳。,선배님이 휘청거리다니 드문 일이다.,
ほんの少しのふらつきだが、先輩とユエナはまだ手を繋いでいたので、大したことはない。,虽然只是稍稍一晃，而且她还牵着由依奈的手所以没什么事。,그래도 선배님은 유에나와 손을 잡고 있었기에 문제가 되진 않았다.,
「先週、君にあんなことを言った手前、恥ずかしいな」,“上周还在你面前说了大话，真是丢脸。”,"「지난주, 너에게 그런 말을 해 놓곤 부끄러운 일이구나.」",
先輩はぼくをみて小さく笑った。,学姐朝我轻轻一笑。,선배님이 나를 보며 조그맣게 웃는다.,
「そんなことで幻滅とかしたりしませんよ、当然」,“肯定不至于这样就对你有什么看法啦。”,"「그렇다고 비웃지는 않아요, 당연히.」",
「ふふ、そうか」,“呵呵，是么。”,「후후. 그렇구나.」,
先輩が胸の前で腕を組む。,学姐抱着胳膊。,선배님이 팔짱을 낀다.,
「ユエナくん、ありがとう」,“由依奈，谢谢。”,"「유에나 군, 고맙다.」",
「うん、だいじょうぶ」,“嗯，不客气。”,"「응, 괜찮아.」",
ユエナはこくんと首を縦にふる。,由依奈点了下头。,유에나가 고개를 가로로 끄덕인다.,
先輩はその場で何度か小さく足踏みをする。,学姐轻轻踏了踏脚。,선배님은 그 자리에서 몇차례 발을 굴렀다.,
「やはり我々は、地に足をつけて生きねばな」,“果然我们还是应该脚踏实地生活啊。”,「역시 우린 땅에 발을 붙이고 살아야 해.」,
「地球人ですからね」,“因为我们是地球人啊。”,「지구인이니까요.」,
「ああ」,“嗯。”,「그래.」,
先輩はいつもの場所の椅子に座って、,学姐回到他的老位子坐下——,선배님이 항상 앉던 의자에 앉아,
「わたしは少し休憩するとしよう。存分にとびたまえ少年、ユエナくん」,“我稍微休息一下吧。尽情地跳吧，少年、由依奈。”,"「나는 잠시 휴식하도록 하지. 마음껏 날도록, 소년. 유에나 군.」",
いつもみたくふふっと笑う。,像往常一样笑嘻嘻地。,언제나처럼 후훗 하고 웃었다.,
その笑みには何か含まれているように見える。,学姐的脸上浮现出不知该如何形容的表情。,그 미소에는 무언가 속내가 있어 보였다.,
なんとも形容しがたい表情を先輩は浮かべていた。,她的笑容似乎想要表达什么。,뭐라 표현하기 어려운 표정이다.,
「え……とじゃ、ユエナ」,“哎……那，由依奈。”,"「어…… 그럼, 유에나.」",
ユエナに声をかける。,我向由依奈搭话。,유에나에게 말을 건다.,
「んっ」,“嗯。”,「응.」,
ユエナはくるっとぼくの方へ向く。,由依奈转过身来。,유에나가 내 쪽으로 빙글 돌았다.,
すぐそこにあるユエナの顔にぼくは緊張していた。,近在眼前的由依奈让我有些紧张。,나는 유에나의 얼굴을 정면으로 마주하고 긴장하고 말았다.,
ここで、「さあ無限の彼方へ！」なんてでも言ってユエナの手を掴み、空を飛べたなら苦労はしない。,如果现在我能喊着“向着无尽的远方前进！”拉起由依奈的手然后飞上天空，就就不用那么纠结了。,"「무한한 공간, 저 너머로!」라고 농담하며 유에나의 손을 잡을 수 있다면 고생할 것도 없다.",
「ともき」,“智纪。”,「토모키.」,
ユエナがぼくの名前を呼ぶ。,由依奈叫着我的名字。,유에나가 내 이름을 부른다.,
合図、もしくはこうやってうじうじ考え緊張するタイムリミットだと思った。,也许这是个信号，又或者是磨磨蹭蹭瞎紧张的时间限制已经过了。,우물쭈물 주저하는 이 시간의 끝을 알리는 신호다.,
ぼくは心の中で「よし」と気合をいれて、いかにも女子慣れしていない挙動をみせつけながら手を……、,我在心中给自己鼓了鼓劲，一幅完全不习惯应对女生的样子把手……,"나는 맘속으로「좋아.」하고 기합을 넣어, 여자 손에 익숙하지 않다는 거동을 과시하듯이……",
「ていく、おーふっ」,“Take off——”,「테이크 오프!」,
出そうとしたところをユエナがさらうようにぼくの手をとる。,正要伸出去的时候被由依奈一把抓住。,손을 살짝 내밀자마자 유에나가 내 손을 확 낚아챈다.,
カタカナまでもいかない、ひらがな英語を披露して、ぼくは、,顺便还秀了一句听起来怪怪的英语。随后——,초등학생보다 정직한 영어 발음을 뽐내며 말한다. 그렇게 나는,
――また空を飛んだ。,——我又一次飞上天空。,――다시 하늘을 날았다.,
「ゆ、ユエナ急すぎる！」,“由、由依奈，你太着急了！”,"「유, 유에나 너무 갑작스러워!」",
「んふふっ。ごーごー！」,“哎嘿嘿。Go Go！”,「우후후. 고ー 고ー!」,
ユエナはなんのお構いなしにぼくを連れて飛びまわる。,由依奈不管不顾地拉着我到处飞。,유에나는 아무런 거리낌 없이 나를 데리고 하늘을 마구 날았다.,
これではまるで寝起きジェットコースターのようだ。やったことはないけど。,简直就像是刚醒的时候做过山车一样。虽然并没试过。,자다 일어나 롤러코스터를 타는 기분이다. 해 본 적은 없지만.,
空気をためこんで、ふさいでいた空気の出入口をパっと離したときの風船のように、ぼくらはでたらめに宙を駆け巡る。,我们像突然撒了气的气球一样在空中乱飞。,막혀 있던 출입구가 뻥 뚫린 풍선처럼 우리는 마구잡이로 공중을 누볐다.,
「暇だったそうだよ」,“她好像挺无聊的。”,「심심했던 모양이야.」,
「は、はいー！？」,“啥、啥啊——？！”,"「네, 네에ー!?」",
どっちが上でどっちが下かも分からないまま、どこからか先輩の声が聞こえてきたような気がする。,我已经分不清上下左右，学姐的声音仿佛从四面八方传来。,"어디가 위인지 아래인지 분간하지 못한 채, 어디선가 들려오는 선배님의 목소리에 무의식적으로 답한다.",
「この土日、ユエナくんは暇だったそうだ。ユエナくんも誰かと飛びたかったみたいだな」,“周六周日，由依奈好像过得非常无聊。也想和别人一起飞。”,"「지난 주말, 유에나 군은 심심했던 모양이야. 유에나 군도 누군가와 날고 싶었던 것 같아.」",
「だ、だからといってこれは激しすぎますよ！」,“那、那这也刺激过头了啊！”,"「그, 그래도 이건 너무 심해요!」",
「それはユエナくんに言いたまえ。それと……」,“这话你跟由依奈说吧。还有……”,「그건 유에나 군에게 말하도록. 그리고…….」,
「楽しそうにみえるぞ、少年」,“看起来挺开心的啊，少年。”,"「너도 즐거워 보인다고, 소년.」",
「？」,“嗯？”,「？」,
最後のほうはなんて言っているか聞き取れない。,没听清学姐最后说了些什么。,마지막 말은 잘 들리지 않았다.,
ぐるぐるまわる視界の中でかろうじてみえるのは、先輩がただお茶を飲んでいる姿だけ。,不断旋转的视线中勉强只能看到学姐在喝茶的样子。,"빙글빙글 도는 시야 속에 가까스로 보인 것은, 선배님이 가만히 차를 마시는 모습뿐이었다.",
「ともき」,“智纪。”,「토모키.」,
「な、なに？」,“什、什么？”,"「응, 왜?」",
ユエナに呼ばれる。,由依奈叫了我一声。,유에나가 날 부른다.,
ぼくは、はぁ、と息をはいて整える。,我调整了一下呼吸。,나는 숨을 고르며 답했다.,
「ここは、せまいね」,“这里，好窄。”,"「여긴, 좁아.」",
ユエナがゆっくり部室を見渡す。,由依奈慢慢环视了一下活动室。,유에나가 천천히 부실을 둘러본다.,
ぼくも見渡す。,我也跟着她看了一下。,나도 그 시선을 따라간다.,
「仕方ないよ、部室だもん」,“没办法啊，毕竟是社团活动室。”,「어쩔 수 없지. 부실이니까.」,
「それに外でなんか飛んで誰かに見られたら、きっとこうやって遊べることもなくっちゃうよ」,“而且在外面飞如果被什么人看到，以后肯定就没法这么玩了。”,「밖에서 나는 걸 누가 본다면 그 뒤로는 이렇게 놀 수 없을 거야.」,
「そうなの？」,“是这样吗？”,「그런 거야?」,
「多分。だってユエナは宇宙人だから」,“应该是。毕竟你是外星人啊。”,「아마. 왜냐면 유에나는 외계인이니까.」,
「わたしが、宇宙人」,“我是，外星人。”,"「내가, 외계인.」",
ユエナが繰り返す。,由依奈重复了一遍。,유에나가 되풀이한다.,
「うん」,“嗯。”,「응.」,
捕まって解剖されたり、実験の対象になるかもしれない。,说不定会被抓住解剖或是被当成实验对象。,붙잡혀 부검을 당하거나 실험 대상으로 사용될지도 모른다.,
よくある映画や小説ではそうなる未来が多いからそう思ったけれど、そんなことをわざわざユエナに言う必要もないので、ぼく「うん」という返事にとどめる。,小说和电影里经常有这种，不过也没必要特意跟由依奈说。我只能随便应了一声。,"영화나 소설에서는 대체로 그런 케이스가 많지만 굳이 유에나에게 말할 필요는 없다. 그래서 나는 짧게 응, 이라고만 대답했다.",
「そう……へんなの」,“是么……好奇怪。”,「그래……. 이상해.」,
ユエナは窓の向こうの空を見た。,由依奈看着窗外的天空。,유에나는 창문 너머 하늘을 바라보았다.,
空はまだまだ夕方の色をみせることなく、夏らしい青空と白い太陽光が世界を包んでいる。,天空还没有泛起夕阳的颜色，夏日湛蓝的天空和耀眼的阳光照耀着世界。,하늘은 아직 황혼에 물들 기색이 없다. 푸른 여름 하늘과 하얀 햇빛이 세상을 두르고 있다.,
「ともき」,“智纪。”,「토모키.」,
「なに？」,“什么？”,「왜?」,
「ともきと、詩乃と、遊べなくなるのはいつ？」,“什么时候不能跟诗乃和智纪玩了？”,"「토모키랑, 우타노랑, 놀 수 없게 되는 건 언제쯤이야?」",
「え？」,“哎？”,「어?」,
思ってもいなかった質問に戸惑う。,完全没有想过这个问题，让我有点迷茫。,생각지도 못한 질문에 당황한다.,
なかなかまわらない思考回路を頑張ってまわしているあいだに、,就在我拼命想要转起卡壳了的思考回路时——,좀처럼 돌아가지 않는 사고 회로를 열심히 돌리는 사이,
「わたしが卒業したら、だろうな」,“大概，到我毕业的时候吧。”,"「내가 졸업하면, 그리 되겠지.」",
下で先輩が静かに答える。,学姐给出了回答。,아래에서 선배님이 조용히 대답했다.,
「詩乃の、卒業」,“诗乃，毕业。”,"「우타노가, 졸업.」",
「無論、そこが最後だろう。いや、もう少しはやいかな」,“当然，那应该是最后期限。不，应该会早一些吧。”,"「물론 그때가 마지막일 거야. 아니, 그보다 조금 더 빠를 테지.」",
「先輩？」,“学姐？”,「선배님?」,
「いや、なんてことではないよ。三年生というのは、受験のため早めに部活を引退するものさ」,“没事，没什么。毕竟是三年级，为了准备中考说不定提前结束社团活动了。”,「별다른 일이 있는 건 아냐. 3학년은 수험 때문에 조기에 동아리에서 탈퇴하게 되지.」,
「そうですけど……。先輩も早めに引退するんですか？」,“这倒是……学姐也打算提早退出吗？”,「그야 그렇지만……. 선배님도 빨리 나가실 건가요?」,
「わたしか？　ふふっ、無論しないさ。最後まで、いるつもりだ」,“我？呵呵，当然不会。我打算待到最后。”,"「나 말인가? 후훗. 물론 아니지. 마지막까지, 있을 생각이다.」",
最後の言葉がまるで決意のように聞こえる。,学姐最后的话，听起来像是下了什么决心。,마지막 말이 마치 결의처럼 들렸다.,
「な、なんだよかったです。そんな早々に引退なんてしないでくださいよ」,“那、那就好。你可不要早早退出啊。”,"「뭐, 뭐야. 다행이네요. 그렇게 빨리 탈퇴하지 말아 주세요.」",
「うん、よかった」,“嗯，那就好。”,"「응, 다행이다.」",
「はっはっは、嬉しいことを言ってくれるな」,“哈～哈～哈，这话我喜欢听。”,「하하하. 기분 좋은 말을 해 주는구나.」,
先輩は胸の前で腕を組んで、肩を揺らして笑う。,学姐抱着胳膊笑个不停。,선배님은 팔짱을 끼고 어깨를 들썩이며 웃었다.,
「ではこの話は終わりにしよう。すこし休憩にしようではないか、今日はイチゴ大福があるのだよ」,“这个话题就到这了。要不要休息一会儿？今天有草莓大福哦。”,「그럼 이 이야긴 여기까지 하도록 하지. 잠시 쉬지 않겠나. 오늘은 딸기 찹쌀떡이 있거든.」,
「先輩そんなの持ってきてたんですか！？」,“学姐，你还带那种东西来了吗？！”,"「선배님, 그런 걸 가져오셨어요!?」",
「美味しい？」,“好吃吗？”,「맛있어?」,
「めっっっちゃ美味しいよ」,“超～～～好吃的！”,「엄청나게 맛있지.」,
「！　食べる、詩乃、ちょうだいっ」,“嗯！我要吃，诗乃，给我。”,"「！ 먹을래, 우타노. 줘.」",
ユエナがぼくを連れて一気に下降していく。,由依奈拉着我猛地下降。,유에나가 나를 데리고 단번에 땅으로 내려온다.,
「ちょ、いきなりひっぱらないで！」,“喂，别突然拉我啊！”,"「잠깐, 갑자기 잡아당기면 안 돼!」",
ぼくは危うく床にたたきつけられる恐怖を抱きながらなんとか両足を床へついた。,我带着要摔到地上的恐惧，勉勉强强两脚着地。,나는 바닥에 추락하는 공포감을 안고 위태롭게 두 발을 땅에 붙였다.,
「先輩、ユエナが飛んでいるときに食べ物をちらつかせないでください」,“学姐，别在由依奈飞的时候用食物勾引她啊。”,「선배님. 유에나가 날고 있을 때 음식으로 꾀지 마세요.」,
「はっはっは、それはすまなかった」,“哈～哈～哈，这真是抱歉了。”,「하하하. 그건 미안하게 됐군.」,
先輩は鞄からイチゴ大福を取り出して、お茶を淹れてくれる。,学姐从包里拿出草莓大福，然后给我们沏好茶。,선배님은 가방에서 딸기 찹쌀떡을 꺼낸 뒤 마실 차를 준비했다.,
ぼくとユエナは椅子に座った。,我么由依奈在椅子上坐下。,나와 유에나는 의자에 앉았다.,
目の前にイチゴ大福(しかも二つ)と、湯気が立ち昇る緑茶が置かれ、ちょっとしたお茶会の開催だ。,眼前摆着草莓大福（而且是两个）和冒着热气的绿茶。就这么开起了小茶会。,눈앞에 딸기 찹쌀떡(심지어 2개)와 수증기 피어오르는 녹차가 자태를 뽐내고 있다. 소소한 다과회가 열렸다.,
「ありがとうございます、先輩」,“谢谢你，学姐。”,"「감사합니다, 선배님.」",
「詩乃、ありがとう」,“诗乃，谢谢。”,"「우타노, 고마워.」",
「ふふ、どういたしまして。さあ食べるとしようか」,“哈哈，不用客气。好了快吃吧？”,「후후. 천만의 말씀. 그럼 먹어 보실까.」,
包をとくとやわらかく真っ白なイチゴ大福が顔をだす。,打开小包，软绵绵的纯白草莓大福露了出来。,포장을 풀자 부드럽고 새하얀 딸기 찹쌀떡이 얼굴을 내민다.,
一口かじればあんこの甘みと、程よいいちごの酸味が加わってたまらない美味しさだ。,一口咬下去，豆沙馅的香甜搭配草莓恰到好处的酸味，真是太好吃了。,한입 베어물자 달콤한 팥소와 새콤한 딸기가 어우러져 풍성한 맛을 낸다.,
しかもそれが二つもある。なんて贅沢なんだ。,而且还有两个，好奢侈啊。,게다가 두 개나 있다. 이렇게 사치스러울 수가.,
学校で食べていることもあって、美味しさが増している気がする。,再加上是在学校里吃，感觉似乎更好吃了。,장소가 학교라서 그런지 더 맛있게 느껴진다.,
「先輩、ぼくこの部活に入って良かったです」,“学姐，我能加入这个社团真是太好了。”,「선배님. 저 이 동아리 들어오길 잘했어요.」,
「ですっ」,“太好了。”,「했어요!」,
「そんな安い理由で喜ばないでくれたまえ……無論、嬉しいことは嬉しいがな」,“不必为这点小事就开心啊……不过开心当然是开心了。”,「이런 가벼운 이유로 감동하지 말았으면 하는데……. 물론 그렇다고 하니 기쁘지만.」,
先輩は呆れながらも微笑んでいる。,学姐有些无语似的，但还是笑了起来。,선배님은 어처구니없다는 듯 말했지만 미소를 지었다.,
「それはそうとユエナくん、口の周りが真っ白だな」,“还有，由依奈，你嘴边全成白的了。”,"「그나저나 유에나 군, 입 주변이 새하얘졌어.」",
「ん？　あははは！　ほんとだ」,“嗯？啊哈哈！真的呢。”,「응? 아하하하. 진짜네.」,
ユエナを覗き込むとユエナは粉で口周りを真っ白にしていた。,我看了看由依奈，她嘴边全是白色的糖粉。,시선을 옆으로 돌리자 유에나는 가루 때문에 입 주위가 하얗게 번진 상태였다.,
「んぇ？」,“嗯？”,「으에?」,
ユエナはまるで分かっていない様子で首をかしげる。,由依奈还没弄清出状况似的歪着头。,유에나는 전혀 모르는 일인 양 고개를 기울였다.,
ぼくはスマホのカメラ機能をたちあげて内カメラをみせると、ユエナは怪訝そうな顔をしてから、,我打开手机的相机，切换到前置摄像头递给由依奈看，由依奈露出了惊讶的表情。,스마트폰 전면 카메라로 모습을 보여주자 유에나는 의아한 표정을 짓더니,
「すごいね」,“好厉害。”,「엄청나네.」,
ようやく、相当口の周りが真っ白なことに気づいたらしい。,看来她这才发现自己嘴边全是白色。,그제야 입 주변이 하얘졌다는 것을 깨달았다.,
「ふふっ、あとでちゃんと洗えばいいさ」,“哈哈，一会儿好好洗洗就行了。”,「후훗. 나중에 잘 씻으면 돼.」,
先輩は綺麗に丁寧に、最後の一口をひょいと口にいれてお茶を飲む。,学姐优雅地吃掉最后一口，然后喝了一口茶。,선배님은 아름답고 고상하게 마지막 한입을 쏙 넣은 뒤 차를 마셨다.,
何から何まで綺麗な人だ。,真是个一举一动都那么美丽的人啊。,역시 사람 자체가 우아하다.,
「ごちそうさまでした」,“多谢款待。”,「잘 먹었습니다.」,
手を合わす。,我双手合十。,두 손을 맞추어 손뼉을 친다.,
「ごちそう、さまでした」,“多谢、款待。”,"「잘, 먹었습니다.」",
ユエナも手を合わして、先輩がにこりと笑った。,由依奈也双手合十，学姐笑了起来。,유에나도 손뼉을 쳤다. 선배님이 빙긋이 웃는다.,
それからぼくらは手や口を洗いにいって、また部室で飛んでいる。,之后我们去洗手漱口，然后又在活动室里飞。,그 후 우리는 손과 입을 씻고 다시 부실 안을 날았다.,
三人で飛んだり、ユエナと先輩で飛んだり、ぼくとユエナで飛んだり。,三个人一起飞、由依奈和学姐一起飞、我和由依奈一起飞。,"셋이 함께 날거나, 유에나와 선배님이 날거나, 유에나와 내가 날거나.",
空気力学とか重力とか、あらゆる地球での限界や制限を無視して、ぼくらは飛びまわっていた。,完全无视空气动力学和重力等等各种地球的限制与极限，我们在空中飞翔。,우리는 공기역학이나 중력 등 지구에 존재하는 한계와 제한을 무시하고 공중을 날아다녔다.,
「ユエナ、それは怖すぎだよー！」,“由依奈，这太吓人了啊——！”,"「유에나, 이건 너무 무서워ー!」",
「だいじょうぶ、だいじょうぶ」,“没关系、没关系。”,"「괜찮아, 괜찮아.」",
「ひゅいーーんっ」,“咻——”,「휘이잉ーー!」,
「うわあ！」,“呜哇！”,「우와아!」,
「死ぬなよ」,“可别死哦。”,「죽지만 마라.」,
なんて冷静な先輩の声を聞きながら、今はぼくとユエナで飛んでいた。,听着学姐冷静的声音，我现在正和由依奈一起在飞。,선배님의 냉정한 목소리를 들려온다. 지금 나는 유에나와 함께 날고 있다.,
飛んでいるというより、ユエナに空中で振り回されているという感じ。,不过应该说是我在空中被由依奈甩来甩去。,난다는 말보다는 유에나에게 휘둘려 공중에 떠 있다는 느낌.,
手を離したらユエナの魔法が溶けて、きっとぼくは部室のどこかに激突する。,一旦松开手，由依奈的魔法就会解除，我肯定会直接撞在活动室的墙上。,"손을 놓으면 유에나의 마법이 풀려, 나는 부실 어딘가에 부딪치게 될 것이다.",
それだけは避けねばとぼくはユエナの手を必死に握っていた。,为了避免这种结果我只能拼命握住由依奈的手。,그것만큼은 피하고 싶어서 유에나의 손을 필사적으로 부여잡았다.,
「……」,“……”,「…….」,
離れまいと強く握ったせいか、ユエナが一瞬こちらをみて目が合う。,可能是因为我紧紧拉着不想放开，目光一瞬间跟由依奈对上了。,너무 강하게 쥔 탓인지 유에나가 순간 이쪽을 보아 눈이 마주친다.,
「ごめん」と言おうと、口を開きかけたところで,我正要开口说抱歉的时候——,「미안.」하고 말하려던 순간,
「っ！？」,“嗯？！”,「윽!?」,
トントンと部室の扉を叩く音がした。,传来了敲门声。,누군가 똑똑 하고 부실 문을 두드렸다.,
鍵はかかっているから来訪者がすぐにこの部室に入ってこれるわけではない。,因为门上了锁，来的人不能马上进来。,자물쇠는 잠겨 있으니 방문자가 곧바로 부실에 들어올 수는 없다.,
「……」,“……”,「…….」,
先輩と目が合う。,我和学姐对视了一下。,선배님과 눈이 마주친다.,
声にこそださなかったものの、その目は今すぐに降りろと言っていた。,虽然没有出声，但她的眼神在说着让我赶快下来。,목소리로 하지 않았지만 그 눈동자는 지금 당장 내려오라 말하고 있었다.,
「どなたでしょうか、今開けます」,“是哪位？我这就开门。”,「누구십니까. 지금 열겠습니다.」,
そう言って先輩がゆっくり扉に近づく。,学姐一边问着一边慢慢朝门口走去。,선배님이 천천히 문으로 다가간다.,
時間はあるのだから、もう少し落ち着けばよかった。,还有时间，其实可以不用那么慌张。,여유가 있으니 조금만 침착하게 움직이면 됐을 텐데.,
けれど、普段滅多に、というより一度も来訪者のないこの部活においてこの事態は予想外だ。,不过平时很少——或者说从来没有人来过活动室，这情形有点出乎意料。,하지만 누군가 찾아온 적이 한 번도 없었던 동아리에 이 사태는 예상할 수 없는 일이었다.,
だからぼくは思わず――,结果我不经意就——,그래서 나는 나도 모르게――,
「うわっ」,“呜哇！”,「으앗.」,
ユエナの手を離した。,放开了由依奈的手。,유에나의 손을 놓았다.,
手を離した瞬間、ぼくは地球人として地球の重力に従う。,手放开的瞬间，我这个地球人无法再违抗地球的重力。,"손을 놓은 순간, 나는 지구인으로서 지구의 중력에 순응했다.",
ユエナの魔法は一瞬にして効力を失ってぼくは落下する。,突然失去由依奈的魔法，我开始下坠。,유에나의 마법은 순식간에 효과를 잃었고 나는 추락했다.,
「ともきっ」,“智纪。”,「토모키!」,
ユエナが必死にぼくに向かって飛んでくるのが見えた。,我看到由依奈拼命朝我飞过来。,유에나가 안간힘을 다해 내 쪽으로 날아온다.,
落ちるのがスローモーションのようだった。,仿佛坠落时一切都变成了慢动作。,이 순간이 슬로 모션처럼 느껴졌다.,
ユエナの必死な顔を垣間見て、ぼくは床に激突する。,看着由依奈拼命地表情，我摔在了地面上。,유에나의 필사적인 얼굴을 잠시 엿본 나는 곧 바닥에 부딪쳤다.,
「いった！」,“好疼！”,「아야!」,
「んつっ」,“唔。”,「으윽.」,
背中に衝撃をくらう。,背后感受到冲击。,등뒤에 충격이 퍼진다.,
衝撃と同時に、すぐそばで聞いたことのない呻き声を聞く。,同时，身边传来了陌生的呻吟声。,그와 동시에 바로 옆에서 들어본 적 없는 신음소리가 들렸다.,
「……ユエナ？」,“……由依奈？”,「……유에나?」,
ユエナがぼくに身体半分のしかかるように、落っこちていた。,由依奈像是撑着我半个身体似的摔在地上。,유에나가 내 위에 몸을 반쯤 겹친 채로 떨어졌다.,
「……」,“……”,「…….」,
先輩が、声には出さないものの「なにしてるんだ」と呆れていた。,学姐一脸“你们在做什么啊？”的表情。,선배님이 「뭘 하는 거냐?」하고 기막힌 표정을 짓는다.,
先輩が歩みをさらに遅める。,学姐又放慢了脚步。,선배님이 걸음을 더욱 늦춘다.,
だが、,但是——,그러나,
「入りますわよ」,“我进来了。”,「들어갑니다.」,
外にいる相手がドアノブを捻る。,门外的人扭着门把手。,밖에 있던 상대가 문고리를 틀었다.,
しかし鍵がかかっているのでガチャガチャとした音しかならない。,但因为门锁上了，只发出了咔嚓咔嚓的声音。,하지만 문이 잠겨 있기에 철컥거리는 소리만이 날 뿐이다.,
声は聞いたことのない人だった。,听声音是不认识的人。,들어보지 못한 목소리다.,
とりあえず早急に上に乗っかっているユエナにどいてもらおうと、声をかけようとしたとき、,就在我想要赶快让在我身上的由依奈下来的时候——,신속히 비켜 달라고 위에 올라탄 유에나에게 말하려던 순간,
ガシャンッ！,咔嚓！,쾅!,
大きな音が鳴る。,听到和很大的声音。,엄청난 소리가 들려온다.,
何の音かは分からない。,不知道是什么什么声音。,무슨 소리인지 예상하지 못하겠다.,
「少々おまちください」,“请稍等一下。”,「잠시만 기다려 주세요.」,
先輩が丁寧に対応する。,学姐认真地应对着。,선배님이 정중히 응대한다.,
「ゆ、ユエナはやくどいて」,“由、由依奈，快点下来。”,"「유, 유에나. 얼른 비켜 줘.」",
「う、うん……」,“啊，嗯……”,"「으, 응…….」",
ユエナがぼくからどこうとした時、,由依奈正要从我身上下来的时候——,유에나가 서둘러 몸을 일으킨 순간,
ガシャンッ！,咔嚓！,쾅!,
また一際大きな音が鳴って、,又传来了更大的声音。,다시 한 번 커다란 소리가 울리고,
「わざわざ鍵をかけているなんて用心しているのね」,“还特意把门锁上，这么小心的啊？”,「일부러 문까지 잠그다니 용의주도하네.」,
来訪者は、壊した扉から入室……いや侵入してきた。,来访者破坏了门走进了……入侵了活动室。,"방문자가 부서진 문으로 입실…… 아니, 침입해 왔다.",
「「「……っ」」」,“……”,「「「…….」」」,
予想外の事態にぼくら三人は黙る。,出乎意料的情形让我们三个人都愣住了。,예상하지 못한 사태에 세 사람은 입을 다물었다.,
「あら、こんにちは」,“哦呀，你们好。”,"「어머나, 안녕.」",
