jp,cn,kr,en
「続けたまえ」,“继续说吧。”,「계속해 보도록.」,
「え、とまあそれだけです。ちょっとそういう名前の人をちらっと聞いて、ユエナなんて名前の人この学校にいたかなと」,“嗯，不过也就这些了。就是听说了这么个名字，觉得学校里是不是有这个叫由依奈的人。”,"「어, 그냥 그게 다예요. 그런 이름을 지나가다 얼핏 들었고, 유에나란 학생이 이 학교에 있나 해서요.」",
「聞いたことはないな」,“没听说过呢。”,「들어본 적은 없군.」,
「先輩が知らないとなると、残るは一年生ですね。もちろんぼくの学年にもいないので」,“学姐不认识的话，那应该是一年级的吧？不过也可能是我们年级的。”,「선배님이 모르신다면 남은 건 1학년이네요. 저희 학년에도 없으니까요.」,
先輩は三年。ぼくは二年。となると必然的に一年生になるわけだ。,学姐是三年级，我是二年级。那么应该就是一年级的学生了。,선배님은 3학년. 나는 2학년. 그렇다면 자연스레 1학년이라는 결론이 도출된다.,
「いいや、一年生にもいないよ」,“不，一年级里也没有这个人。”,"「아니, 1학년에도 없어.」",
「え？」,“哎？”,「네?」,
「私は全員、把握しているからな。一年生にもユエナという名前の子はいない」,“我记得所有的学生。一年级也没有叫由依奈的。”,「나는 전원 파악하고 있으니까. 1학년 중에도 유에나란 이름을 가진 아이는 없어.」,
「そ、そうだったんですか」,“是、是这样吗。”,"「그, 그러셨나요.」",
いまさら先輩のこういうとこには驚かない。,事到如今对学姐这种情况已经不会感到惊讶了。,이제 와서 이런 일에 놀라지 않는다.,
ならあの子は誰なんだろう。この学校の女子制服を着ていたし、間違いなく同じ中学だと思うけど。,那么，那个女生到底是谁呢？穿着这所学校的校服，我还以为肯定是这个学校的呢。,"그럼 그 아이는 누구였을까. 이 학교 여자 교복을 입었으니, 분명히 같은 중학교일 줄 알았는데.",
「ちなみに先輩」,“那，学姐——”,「혹시 선배님.」,
「転校生はきてないよ」,“也没有转学生转进来哦。”,「전학생도 없어.」,
「あ、そうですか」,“哦，这样啊。”,"「앗, 그런가요.」",
なんでこの人は時々ぼくが言おうとしていることがわかるのだろう。恐ろしい。,为什么她经常能知道我想说什么呢？可怕。,왜 이 사람은 가끔 내가 하려는 말을 듣지도 않고 아는 걸까. 두렵다.,
ちらっと先輩を見ると、なんだか嬉しそうに笑っている。,我超学姐看了一眼，她很开心似的笑着。,"힐끔 선배님을 쳐다보자, 어째서인지 기분 좋게 웃고 있다.",
「それで少年」,“那么，少年。”,「그래서 소년.」,
「なんですか？」,“什么事？”,「왜 그러시나요?」,
「ユエナ、という子はどんな子なんだ？」,“那个由依奈，是个什么样的女孩？”,"「유에나, 라는 아이는 어떤 아이지?」",
「どんな子……ですか」,“什么样的……”,「어떤 아이……냐고요?」,
色々言いづらくて迷う。なんとか昨夜のことを悟られないように適切な言葉を探す。,我有些难以启齿。为了避免被察觉到昨晚的事，我尝试组织语言。,여러모로 대답하기 곤란하다. 어젯밤 일을 적당히 숨기면서 대답할 말을 궁리한다.,
しばらく、うんうんと唸ってようやくみつけた言葉は、,想了一会儿，我终于想到一个说法。,"한동안 끙끙거리다가 겨우 떠올린 말은,",
「ええと、マジシャンみたいな人？」,“大概，是个像魔术师一样的人？”,"「어어, 마술사 같은 사람?」",
自分でいいながら絶対違うと思った。,虽然我这么说，但肯定不是这么回事。,내가 생각해도 이건 아닌 것 같았다.,
「ほう、マジシャン……？」,“哦？魔术师……？”,"「호오, 마술사……?」",
東雲先輩ですら若干困惑している。,就连东云学姐听我这么说也显得有些迷茫。,시노노메 선배님조차 당황한 듯했다.,
「その子は一体どんなマジックをするんだ？」,“她给你变了什么魔术？”,「그 아이는 대체 어떤 마술을 부리는 거지?」,
「え、服を一瞬で乾かす、みたいなマジック……ですかね？」,“呃，像是，让衣服一瞬间变干的魔术……吧？”,"「그게, 옷을 순식간에 말리는, 것 같은 마술……이랄까요?」",
「……その子は乾燥機か何かか」,“……她是烘干机还是什么吗？”,「……그 아이가 건조기라도 된다는 거냐.」,
「いえ、そういうわけではないんですけど、説明が難しくて……」,“不是，有些不太好解释……”,"「아뇨, 그런 건 아닌데요, 설명하기 어려워서…….」",
しかし服を一瞬で乾かした、くらいのことしか言うことがない。,但除了衣服一瞬间变干也没别的可说。,"하지만 옷을 금세 말렸다, 그 정도밖에는 할 말이 없다.",
もとい言えることがない。,基本上没啥可说的。,달리 무슨 말을 할 수 있을까.,
「ふむ、不思議だ」,“唔，真是奇妙。”,"「흠, 기이하구나.」",
「すみません」,“抱歉。”,「죄송해요.」,
「なに、君が謝ることはないさ。ところで少年は、その子とどこで会ったんだ？」,“这有什么好道歉的。话说，少年。你和她是在哪遇见的？”,"「아니, 네가 사과할 필요는 없지. 그나저나 소년, 그 아이와는 어디서 만났나?」",
「ええ、と昨日の夜に……あ」,“哦，是昨天晚上……啊。”,"「네, 그게 어젯밤에…… 앗.」",
「会ってたんだな」,“原来见过啊。”,「만났구나.」,
「あー、いやあ、その……」,“啊……不是，那个……”,"「아ー, 아니, 그게…….」",
さっきちらっと聞いたと言った手前、嘘がばれる。,刚才我说是听说的，谎话败露了。,"아까 지나가다가 얼핏 들었다고 했는데, 거짓말이 들통났다.",
「そうかそうか、君はそういうやつだったんだな」,“是么是么，原来你是这样的人呀。”,"「그래, 그랬군. 너는 그런 사람이었구나.」",
東雲先輩はどこかで聞いたことあるようなセリフを言って、お茶をズズズ―ッとすする。,东云学姐说着好像在哪听过的台词，啜了一口茶。,시노노메 선배가 어디선가 들어 본 듯한 대사를 내뱉으며 차를 호로록 들이킨다.,
「ほんと、たまたま会ってユエナが制服を着ていたからこの学校の子かと思ってそれで……」,“真的只是偶然遇见了由依奈，看到她穿着校服，就在想是不是我们学校的……”,"「정말로, 우연히 만났어요. 유에나가 교복을 입고 있어서 이 학교 학생인 줄 알고, 그래서…….」",
「少年は、ユエナと呼び捨てにしているんだな。わたしには先輩、なのに」,“少年呀，你直接叫那个由依奈的名字，却叫我学姐呢。”,"「소년은, 유에나를 특별한 호칭 없이 편안하게 부르고 있군. 나는 선배님, 이면서.」",
「そ、それは先輩ですからもちろん」,“因、因为你是学姐啊。”,"「그, 그건 선배님이니까 당연히.」",
なんでぼくはこんな必死に言い訳をしているんだろう。,为什么我要这么拼命找借口啊？,나는 왜 이렇게 필사적으로 변명하고 있는 걸까.,
そもそもなんで先輩はこんな怒っているんだ。,说到底，为什么学姐会这么生气？,애초에 선배님은 왜 이렇게 화가 난 거지.,
「なに、わたしのことも詩乃、と呼んでくれてもよいのだよ」,“怎么？你直接叫我诗乃也可以呀？”,"「이런. 나를 우타노, 라고 불러도 괜찮은데 말이야.」",
「そ、それはさすがにちょっと」,“这、这实在有点……”,"「그, 그건 아무리 그래도 조금.」",
「君とわたしの仲じゃないか、わたしは一向にかまわないのだけれどな」,“以咱们的关系，我觉得没有问题啊？”,「너와 내 사이가 아닌가. 나는 전혀 상관이 없다만.」,
そういって、先輩はサッと後ろへ髪をはらう。,说着，学姐缕了一下头发。,그러더니 선배님은 뒷머리를 스르륵 넘겼다.,
「先輩は先輩ですから」,“毕竟学姐就是学姐。”,「선배님은 선배니까요.」,
「君も強情なやつだ。ま、わたしはそういうのが嫌いじゃない、むしろ好きだ」,“你还真是犟啊。算了，我也不讨厌这样，不如说挺喜欢的。”,"「너도 고집 센 녀석이야. 그래, 난 그런 성정을 싫어하지 않아. 오히려 좋아해.」",
「それは、光栄ですね」,“那还真是荣幸啊。”,"「그것 참, 영광이네요.」",
「いうね、少年」,“真敢说啊，少年。”,"「아주 당돌한데, 소년.」",
はははっと東雲先輩が笑う。,东云学姐哈哈笑了起来。,시노노메 선배가 하하하 하며 웃는다.,
「それは1年以上も先輩といたらこうなりますよ」,“和学姐认识一年多了，自然会这样。”,「1년 넘게 선배님이랑 있으면 이렇게 되죠.」,
ぼくもつられて笑った。,我也跟着笑起来。,나도 따라서 웃었다.,
「また、昔みたいに名前で呼び合いたいのだけれどな……」,“真想再像以前一样互相叫名字啊……”,"「다시, 옛날처럼 이름으로만 불렀으면 하는데…….」",
小さく東雲先輩が何かを言う。,东云学姐小声说了些什么。,시노노메 선배님이 무어라 작게 중얼거린다.,
「え？　何か言いましたか？」,“哎？学姐你说什么了？”,「네? 뭐라고 하셨나요?」,
「いいや、何もないよ」,“没有，没说什么。”,"「아니, 아무 말도 안 했어.」",
ずずっとお茶を一口すする。,又啜了一口茶。,소리 내어 차를 머금는다.,
優しい口調だった。,语调很是温柔。,다정한 말투였다.,
「少年」,“少年。”,「소년.」,
「なんですか？」,“什么事？”,「왜 그러시나요?」,
本を読んでいると、先輩から話しかけられる。,读着书的时候，学姐跟我搭话。,책을 읽고 있노라니 선배님이 말을 걸었다.,
「そういえば今日。君と同じ学年の子に告白されたよ」,“今天有你们年级的学生向我表白了呢。”,「그러고 보니 오늘. 너와 같은 학년 학생에게 고백을 받았어.」,
「え……あ、ああ相変わらず人気ですね先輩」,“哎？……啊，学姐还是这么有人气啊。”,"「어…… 아, 아아, 여전히 인기 많으시네요, 선배님.」",
「誰からか、聞かないのかい？」,“你不问是谁吗？”,"「누구인지, 묻지 않는 건가?」",
「聞いてほしいんですか？」,“你希望我问吗？”,「물어봐 주길 바라시나요?」,
「無論だ。というより君はもう少しそれなりの反応をしてほしいのだけれどな」,“当然了。不过我倒是更希望你能反应大一些呢。”,「물론이야. 그보다 좀 더 그럴싸한 반응을 해 줬으면 하는데.」,
「だって、また、じゃないですか。先輩これで何回目ですか」,“毕竟都好多次了啊。这是第几次了？”,"「그야 매번 있는 일이잖아요. 선배님, 이걸로 몇 번째인가요.」",
「数えていない」,“没数。”,「세보지 않았어.」,
「ほら」,“你看吧？”,「거 봐요.」,
「慣れとはこわいものだな」,“习惯还真是可怕呀。”,「익숙함이란 참 무섭구나.」,
「ええ、ぼくも人が告白されたことに驚かなくなったことに驚いています」,“是啊，我对自己听说别人被表白却毫不惊讶也挺惊讶的。”,「맞아요. 저도 이제 누가 고백받았다고 해도 놀라지 않아서 놀랄 지경이에요.」,
「ふつうは、え、だれだれ！ みたいに盛り上がるようなイベントだと思うんですけど。修学旅行の夜にちゃんと楽しめるか不安です」,“正常来说肯定会‘哎？谁呀谁呀？’这样闹腾起来吧。有点担心能不能好好享受修学旅行的夜晚了。”,「보통은 뭐? 누군데?! 하면서 달아오르는 이벤트겠지만요. 수학여행 밤을 제대로 즐길 수 있을지 걱정이네요.」,
「ふっ……わたしは君の大事な学生時代のイベントを一つ奪ってしまったわけか」,“呼……看来我夺走了你学生时代一项宝贵的活动啊。”,「훗……. 네 소중한 학창시절 이벤트를 하나 빼앗고 말았구나.」,
「いや、すまないな」,“哎呀，真是抱歉。”,"「이런, 미안하게 되었어.」",
全然すまなさそうな顔で笑っている。,学姐笑得完全看不出抱歉来。,조금도 미안하지 않은 얼굴로 웃고 있다.,
「いいですよ、そんなものあげますよ」,“无所谓了，你夺走就夺走吧。”,「됐어요. 그런 건 그냥 가져가세요.」,
「それで、誰に告白されたんですか？」,“那么，是谁跟你表白了？”,「그래서 누구한테 고백받으셨죠?」,
「近藤君だ」,“是近藤同学。”,「콘도 군이야.」,
「ああ」,“哦。”,「아아.」,
野球部の副キャプテンをやってたな。ぼくはあまり話したことはないけど。,棒球队的副队长吧？我倒没怎么和他说过话。,야구부의 부(副)주장이었던가. 나는 별로 얘기해 본 적 없지만.,
「ほれ、少年。続きだ」,“喂，少年。继续呀。”,"「자, 소년. 계속해라.」",
「続き？　ああ。それで返事はどうしたんです？」,“继续？哦。那你怎么回复他的？”,「계속? 아아. 그 다음에 대답은 어떻게 하셨어요?」,
「どっちだと思うかい？」,“你觉得我怎么回复的？“,「어느 쪽일 것 같나?」,
「断ったとおもいます」,“拒绝了吧？”,「거절하셨겠죠.」,
「無論だ。……うむ、しかし即答とは、少年もつまらないな」,“那当然……唔，不过你答的这么干脆，好无趣啊。”,"「물론이다. ……음, 그렇게 딱 잘라 말하다니, 소년도 참 재미를 모르는군.」",
「OKしてたら先輩はそんなふうにはきっと聞かないでしょうから」,“学姐你要是答应了那肯定不会这么问我了啊。”,「OK 했다면 선배님이 이런 식으로 묻지 않았을 테니까요.」,
「はは、なるほど」,“哈哈，确实。”,"「하하, 과연.」",
どこか嬉しそうに東雲先輩は笑う。,东云学姐开心地笑着。,시노노메 선배님이 기쁜 듯이 웃는다.,
文芸部、もとい言の葉サークルとして先輩とほぼ毎日こうやって放課後話していれば嫌でもわかる。,几乎每天放学后我都会在文学社——或者说茶言阅社和学姐聊天，所以为非常清楚。,"문예부, 즉 말소리 서클에서 선배님과 거의 매일마다 방과 후에 이야기하다 보면 싫어도 알게 된다.",
この言の葉サークルは先輩がつくった部活で、ぼくはそこに半ば強引にいれられた。,茶言阅社是学姐创立的，而我是被半强迫拉了进来。,"이 말소리 서클은 선배님이 만든 동아리로, 나는 거의 반강제로 끌려 들어왔다.",
まだ入学して間もない時、部活動を決める期間に入ったその日の朝の校門で勧誘されたのだ。なぜかぼくだけ。,刚入学没多久，该决定加入什么社团那段时间的一天早上，在校门口被劝诱入社了。而且不知为何只有我一个。,"입학한 지 얼마 되지 않았을 때, 동아리 모집이 시작된 당일 아침에 교문에서 권유를 받았던 것이다. 왜인지 나 혼자만.",
勢いもあったけど後悔はしていない。,虽然是顺势加入了社团，但我没有后悔。,분위기에 휩쓸린 감도 있었지만 후회는 하지 않는다.,
それに、これは東雲先輩にはいってないけど、確かにあの時ぼくは先輩に惹かれていたのだ。,而且，虽然没有对东云学姐说，其实我那时就被学姐吸引了。,"그리고 시노노메 선배님께 이야기하지 않았지만, 그때 나는 확실히 선배님께 마음이 이끌린 상태였다.",
まだ1年の頃、登校した際、先輩は校門の端で立っていた。,一年级的时候，上学时学姐站在校门边上。,"아직 내가 1학년이었을 때, 교문 끝에 선배님이 서 있었다.",
黒い長い髪と、後頭部の髪をしばるこれまた長いリボンを揺らして。,黑色的长发与后脑绑住头发的长缎带轻轻飘荡。,검고 긴 머리카락과 뒷머리에 묶인 길다란 리본을 흔들면서.,
桜の花びらが舞うなか、ただ先輩は凛と立って遠くをみつめていた。,我远远望着翻舞的樱花花瓣之中，学姐凛然矗立的身影。,"벚꽃 잎이 흩날리는 가운데, 선배님은 그저 늠름하게 서서 먼 곳을 바라보고 있었다.",
その姿が美しく、ぼくは呼び止められたのもあまり覚えていない。ふわふわする空気の中で「うん」と頷いたことだけは覚えている。,她的身影太过美丽，我已经记不清是怎么被叫住。只记得朦朦胧胧地我就点头答应了。,"그 모습이 너무도 아름다워서, 나는 선배님이 날 불렀던 것도 제대로 기억하지 못한다. 들뜬 분위기 속에서 '응'하고 고개를 끄덕였던 것만은 기억한다.",
あの時、先輩が何か色々言っていた気もしていたが、今更それが何か聞くこともなく今こうしてのんびりと部活動をしている。,那时候学姐好像说了很多，而事到如今也没有再问过，只是这样悠闲地进行着活动。,"그때 선배님이 이것저것 무슨 말을 했던 느낌이 들지만, 이제 와서 그게 무엇이었는지는 묻지 않고 지금 이렇게 느긋하게 동아리 활동을 하고 있다.",
その後、色々噂にもなったりしばらくぼくと先輩の話題で校内は盛り上がっていたが、流行に敏感な若者だ、やがてその話題は消えていった。,在那之后一段时间里我和学姐的传言在校内四起。不过年轻人都爱追逐风潮，话题很快就过去了。,그 후 여러 소문이 돌아 한동안 나와 선배님의 이야기로 교내가 시끌벅적했다. 하지만 젊은 사람은 유행에 민감하다. 머지않아 그 화제는 사라졌다.,
「あ……」,“啊……”,「아…….」,
お茶を飲もうと湯呑を口につけてから、中身が空なことに気づく。,想要喝茶，发现杯子已经空了。,차를 마시려 찻잔에 입을 대고 나서야 속이 비었다는 것을 깨달았다.,
もう一杯飲もうと席をたつ。,我站起来打算再倒一杯。,한 잔 더 마시려고 자리에서 일어난다.,
「先輩ももう一杯飲みますか？」,“学姐也要再喝一杯吗？”,「선배님도 한 잔 더 드실래요?」,
「ふむ……」,“唔……”,「흠…….」,
先輩は読んでいた本をとじて湯呑を覗き込む。,学姐合上书看了下茶杯。,선배님은 읽던 책을 덮고 찻잔을 들여다보았다.,
読書に集中していたせいか、湯呑の中のお茶はあまり減っていない。,可能是读书太过集中精力，被子里的茶没怎么减少。,독서에 집중했기 때문인지 찻잔 속 차는 그다지 줄지 않았다.,
だが――,不过——,그런데――,
「ごくっ」,“咕嘟。”,「꿀꺽!」,
CMとかでよくみる、酒をあおるように豪快に一口で飲み干し、湯呑をそっとこちらに渡す。,她用广告里经常见的那种喝酒的好爽其实一口喝光，然后把茶杯递给了我。,"마치 주류 광고처럼 호쾌하게 한입에 들이킨 뒤, 찻잔을 이쪽으로 건넨다.",
「無論だ」,“当然了。”,「물론이다.」,
どこまでも涼しげな声だった。,她的声音始终是那么飒爽。,정말이지 시원스런 목소리다.,
「りょ、りょうかいです」,“明、明白。”,"「아, 알겠습니다.」",
東雲先輩から湯呑を受け取り、窓際のテーブルまで運ぶ。,我接过东云学姐的茶杯，拿到窗边的桌上。,선배님의 찻잔을 받아 창가 테이블로 향한다.,
「雨ですね」,“雨还在下啊。”,「비가 오네요.」,
分かりきっている天気を、ガラス窓から覗きながらつぶやく。,我看着窗外嘟哝着。,창문을 바라보며 지극히 당연한 사실을 이야기한다.,
今夜はユエナに会いにまた泉に行く予定だけど、それまでには止んでいてほしいと願う。,今晚还要去泉水边见由依奈，希望在那之前雨能停。,오늘 밤에는 유에나를 만나러 다시 샘에 가야 한다. 그때까지는 그쳐 주기를 바란다.,
「そうだな」,“是啊。”,「그렇군.」,
「うわ、先輩！」,“呜哇，学姐！”,"「악, 선배님!」",
すぐ横から声がして思わず驚く。,声音近在耳畔吓了我一跳。,바로 옆에서 목소리가 들려 화들짝 놀랐다.,
先輩はいつのまに席を立ったのか、音もなくぼくの隣にたち窓から外を眺めている。,学姐不知什么时候站了起来，悄无声息地走到我旁边，同样看着窗外。,선배님은 언제 자리에서 일어난 건지 소리도 없이 내 옆으로 와 창밖을 바라보고 있다.,
というか近い。きっとこの湯呑一つぶんもないくらい、ぼくと先輩の距離は近くて、そして女子のいい匂いがする。,话说，靠太近了。我们之间的距离都没有这茶杯宽，而且能闻到女生的香味。,그건 그렇고 너무 가깝다. 찻잔 하나도 들어오지 못할 만큼 가까운 거리. 여자의 좋은 냄새가 난다.,
「そう驚くな」,“至于吗？”,「뭘 그리 놀라나.」,
先輩は何をしにきたのかただぼくの隣に立っている。,学姐只是站在我旁边，不知道她是来做什么的。,선배님은 뭘 하러 왔는지 가만히 내 옆에 서 있다.,
隣が気になるもぼくは湯呑に湯をいれて、お茶をつくり先輩に渡す。,虽然很在意她站在我身旁，但我还是给茶杯里倒上热水，递给了她。,나는 옆이 신경 쓰였지만 애써 무시하고 잔에 찻물을 부어 선배님께 건넸다.,
ぼくも自分の湯呑にお湯をいれた。,随后也给我自己的茶杯倒上热水。,그리고 내 찻잔에도 물을 붓는다.,
「うむ、ありがとう」,“唔，谢谢。”,"「음, 고맙다.」",
先輩は両手で受け取りずずっと一口飲んで、,学姐两手结果茶杯，喝了一小口。,선배님은 두 손으로 받아 호로록 마시고는,
「ほぅ……」,“呼……”,「후우…….」,
と息をはいて湯呑をテーブルへ置く。,然后舒了一口气，把茶杯放到桌子上。,숨을 내쉬며 테이블에 찻잔을 내려놓는다.,
「なんだか嫌な雨だな」,“真是讨厌的雨啊。”,「어쩐지 꺼림칙한 비야.」,
外の景色を睨むようにして先輩が呟く。,学姐看着窗外的景色嘟哝着。,선배님이 바깥 경치를 노려보며 중얼거린다.,
「あれ、嫌な雨なんですか？」,“咦？学姐讨厌下雨吗？”,"「어라, 꺼림칙한 비요?」",
さっきは雨音は心地よいと言っていたのに。,刚才还说雨声听着很舒服呢。,아까는 빗소리가 듣기 좋다고 하셨는데.,
「ああ。雨音を聞く分にはなんてことないが、私はこういう雨があまり好きではない。長く降る雨が嫌というよりも、あの灰色の雲が空を閉ざす感覚がいやなんだ」,“嗯。只是听雨声还没什么，但这样的雨我不怎么喜欢。应该说比起长时间下雨，我更讨厌的是灰色的云这逼天空的感觉吧。”,"「그래. 빗소리를 듣는 거라면 몰라도, 난 이런 비를 별로 좋아하지 않아. 오래 내리기 때문이 아니라, 저 회색 구름이 하늘을 닫고 있는 느낌이 싫어.」",
「なるほど、そう言われるとなんだか分かる気がします」,“这样啊，你这么说我就比较能理解了。”,"「아하, 그렇게 말씀하시니 저도 알 것 같네요.」",
「みてみろ」,“你看那边。”,「한번 봐.」,
そう言って先輩は窓の向こうを指さす。,说着，学姐指向窗外。,선배님이 창 너머를 가리킨다.,
「青空の入る隙を与えない空だ。これでは悪人を閉じ込めているような閉塞的な感覚があるだろう。そうでなくても、わたしはなんとなくこの雨は嫌いだ」,“一点蓝天都看不到。感觉就像是关坏人似的，有种封闭感。而且，就算不看这一点，我也挺讨厌这场雨的。”,"「푸른 하늘이 들어올 여지를 주지 않는 하늘이야. 마치 악인을 가두어 놓고 있는 폐쇄적인 느낌이 들지. 그렇잖아도, 난 왠지 이 비가 싫어.」",
言っている意味があまり分からずぼくも外の景色を眺める。,我也看着窗外的景色。不是很理解她说的意思。,무슨 뜻인지 이해하기 어려워 바깥 경치를 유심히 바라본다.,
今日一日ずっと降り続けている雨だ。強くもなければ弱くもない。梅雨の時期に遅刻したような雨。,今天的雨下了一整天。雨不算大也不算小。就像是迟到了的梅雨季的雨。,오늘 하루 계속해서 내리던 비다. 강하지 않지만 약하지도 않다. 장마철을 맞추지 못해 지각한 듯한 비.,
以前先輩は雨音を聞きながら読書をするのが好きだと言っていたけど、どうして今日の雨が嫌いなのかは見当もつかない。,以前学姐说喜欢听着雨声读书，搞不清为什么她会讨厌今天的雨。,"전에 선배님은 빗소리 들으며 독서하는 것을 좋아한다고 했는데, 왜 오늘의 비는 싫은 것인지 짐작이 가지 않는다.",
「どうしてです？」,“为什么呢？”,「왜죠?」,
「どうしてだろうな、私は比較的雨が好きなのだけれど……この雨はどうも好きになれない」,“我也不太清楚，我还算是比较喜欢雨的……但这场雨怎么也喜欢不起来。”,「어째서일까. 나는 비교적 비를 좋아한다만……. 이 비는 도무지 좋아지지 않아.」,
先輩は曇っている窓ガラスに、細い指で何を描いていく。,学姐纤细的手指在阴沉的玻璃上描画着什么。,선배님이 뿌연 유리창에 가느다란 손가락으로 무언가를 그려 나간다.,
きゅっきゅっと指がガラスを滑る音がする。,发出手指在玻璃上滑动的声音。,"뽀드득뽀드득, 손가락이 유리 위로 미끄러진다.",
「先輩、絵上手いですね」,“学姐很擅长画画啊。”,"「선배님, 그림 잘 그리시네요.」",
先輩が描いたのは綺麗なうさぎの絵だった。,学姐画了一只很好看的兔子。,선배님이 그린 것은 예쁜 토끼 그림이었다.,
「だろう？」,“是吧？”,「그렇지?」,
「でもなんで、うさぎなんですか？」,“不过，为什么要画兔子？”,「그런데 왜 토끼인가요?」,
「ふむ、あそこの水たまりがうさぎに見えてな」,“唔，因为那边的小水洼看起来像兔子。”,"「흠, 저기 있는 웅덩이가 토끼처럼 보여서 말이야.」",
先輩が指さした先にあるみずたまりは、確かに言われればうさぎに見える。,我朝学姐指着的方向一看，这么一说确实挺像兔子。,선배님이 가리킨 곳에는 확실히 토끼처럼 보이는 물웅덩이가 있었다.,
「言われると確かに、ですがあれはどちらかというと恐竜にみえますよ、名前は忘れましたけど」,“你一说确实挺像。不过感觉更像恐龙吧？虽然记不得名字了。”,「듣고 보니까 그렇네요. 그런데 저건 굳이 말하자면 공룡처럼 보이는데요. 이름은 까먹었지만.」,
「さっぱり分からん」,“莫名其妙的。”,「전혀 공감이 안 돼.」,
なんだか、これだから男の子は、とでも言われているような気分になった。,有种“所以说搞不懂你们男生啊。”的感觉。,이래서 남자들이란. 마치 그런 말을 들은 듯한 기분이 든다.,
「ま、君に絵を褒められるのは悪くはないし、存外この雨も良いものかもな」,“不过被你夸奖我的画挺不错的，感觉这雨也挺不错的。”,"「뭐, 네가 그림을 칭찬해 준 건 나쁘지 않으니, 생각 외로 이 비도 괜찮을지 모르겠어.」",
「どっちなんですか」,“到底是讨不讨厌啊？”,"「좋은 건가요, 싫은 건가요.」",
「ふふ、どっちだろうな」,“嘻嘻，谁知道呢？”,"「후후, 어느 쪽일까.」",
先輩はさっき描いたうさぎの絵の上にまたうさぎを描き始める。,学姐又开始在刚才画的兔子上继续画兔子。,선배님은 방금 그린 토끼 그림 위쪽에 하나 더 토끼를 그리기 시작했다.,
「夜にはやんでほしいですけどね」,“希望晚上雨能停啊。”,「밤에는 그쳤으면 좋겠네요.」,
「ん？」,“嗯？”,「응?」,
先輩が不思議そうな顔でこちらを向く。,学姐不解地把脸转向我。,선배님이 의아해하는 얼굴로 이쪽을 돌아본다.,
「夜になにか用事でもあるのか？」,“你晚上有什么事吗？”,「밤에 무슨 볼일이라도 있나?」,
「い、いえ！　とくになにも！」,“不、不是！没什么事！”,"「아, 아뇨! 딱히 없어요!」",
つい強い口調になってしまう。,语气不禁强硬起来。,무심코 목소리가 강하게 나와 버렸다.,
先輩はじっとぼくを覗き込んでから、,学姐盯着我看了一会儿——,"선배님은 나를 뚫어져라 쳐다보더니,",
「ふっ、まあいい」,“哼，也罢。”,"「훗, 뭐 됐다.」",
先輩はもう一羽のうさぎを描き終え、一口お茶をすすった。,又画好一只兔子之后，喝了口茶。,선배님은 다른 한 마리의 토끼를 다 그린 뒤 차를 마셨다.,
「美味しいな」,“真好喝。”,「맛있구나.」,
「さっきと同じじゃないですか」,“不是和刚才一样吗？”,「아까랑 같은 거잖아요.」,
「君がいれてくれたからだ」,“因为是你给我泡的。”,「네가 타 줬기 때문이야.」,
「変わらないですって」,“又没有区别。”,「똑같은 거라니까요.」,
「ははっ、素直に喜びたまえ少年」,“哈哈，就不能坦率地表现出高兴吗？少年。”,"「하하, 솔직하게 기뻐하도록, 소년.」",
先輩は湯呑をもって席につく。,学姐拿着茶杯回到座位。,선배님은 찻잔을 가지고 자리에 앉았다.,
ぼくはもう少しだけ空を眺めていた。,我又眺望了一会儿天空。,나는 조금 더 하늘을 바라보았다.,
後ろで聞こえる、先輩がお茶をすする音と本のページをめくる音が耳を撫でるように聞こえて思う。,身后传来学姐喝茶的声音和翻书的声音，仿佛在抚弄着我的耳朵。,뒤에서 선배님이 차 마시는 소리와 책 넘기는 소리가 귀를 간질이듯 들려온다. 이를 듣고 생각했다.,
自分はきっと物語の主人公みたいにはなれないけど、それでも、今この瞬間、こんな時間がたまらなく好きなんだと。,我肯定无法像故事的主人公那样。但是，我真的好喜爱现在的时光，和此刻的瞬间。,"나는 이야기 속 주인공처럼 될 순 없지만, 그래도 지금 이 순간, 이 시간이 못 견디게 좋다고.",
「ふぅ」,“呼……”,「휴.」,
一息ついて、ぼくも湯呑を持って席につく。,舒了一口气，我也拿着茶杯回到座位。,한숨 돌린 뒤 나도 찻잔을 가지고 자리로 돌아간다.,
「先輩、何かおすすめの本ありますか？」,“学姐，有什么推荐的书吗？”,「선배님. 추천하는 책 있으세요?」,
「ふふ、無論だとも」,“呵呵，当然有。”,"「후후, 물론이고말고.」",
先輩にあれやこれやと、たくさんの本を紹介されながら、なんでもない一日を過ごした。,学姐给我介绍了好多各种各样的书，平平淡淡的一天就这样过去了。,"선배님께 이것저것 수많은 책을 소개받으며, 특별할 것 없는 하루를 보냈다.",
